TestPlateHolder1,c,0,326.5,11,-90,0,-397.3,j,90,-2.461,-76.948,-10.591,0,-397.2
TestPlateHolder2,c,76.5,-280,11,-90,14.5,0,j,-74.85,-1.802,-91.4,3.12,14.5,0
TestPlateHolder3,c,0,-175.5,11,-90,0,-837.2,j,-90,-16.853,-121.816,48.669,0,-837.2
